Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
gh-ipamorelin-5mg,Ipamorelin,"<p>
  This batch of Ipamorelin Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: Ipamorelin (Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.4%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,Weight,5mg,,,,,,0.0,shopify,999,deny,manual,32.00,42.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Ipamorelin.png?v=1776996758,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Ipamorelin_2.png?v=1776996758,kg,,5.00,draft
gh-ipamorelin-5mg,,,,,,,,,Vial,,,10mg,,,,,,0.0,shopify,1000,deny,manual,63.00,82.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Ipamorelin_2.png?v=1776996758,2,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Ipamorelin_4.png?v=1776996758,kg,,8.00,
gh-ipamorelin-5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Ipamorelin_4.png?v=1776996758,3,"",,,,,,,,
igf-des-0-1mg,IGF-DES,"<p>
  This batch of IGF-DES Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: IGF-DES (Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.3%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,,,,,,,,0.0,shopify,1000,deny,manual,60.00,79.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/IGF-DES.png?v=1776996756,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/IGF-DES_2.png?v=1776996756,kg,,6.00,draft
igf-des-0-1mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/IGF-DES_2.png?v=1776996756,2,"",,,,,,,,
igf-1-lr3-1mg,IGF-1 LR3 (Long R3),"<p>
  This batch of IGF-1 LR3 (Long R3) Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: IGF-1 LR3 (Long R3 Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.4%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,Weight,1mg,,,,,,0.0,shopify,999,deny,manual,115.00,151.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/IGF-1LR3.png?v=1776996755,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/IGF-1_LR3_4_49ce8076-d89b-4cdd-aac5-4022677f2537.png?v=1776996755,kg,,22.00,draft
igf-1-lr3-1mg,,,,,,,,,Vial,,,0.1mg,,,,,,0.0,shopify,1000,deny,manual,40.00,53.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/IGF-1_LR3_4_49ce8076-d89b-4cdd-aac5-4022677f2537.png?v=1776996755,2,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/IGF-1_LR3_2_e1191247-bc2e-4ee2-a82b-c56466444720.png?v=1776996755,kg,,4.00,
igf-1-lr3-1mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/IGF-1_LR3_2_e1191247-bc2e-4ee2-a82b-c56466444720.png?v=1776996755,3,"",,,,,,,,
hyaluronic-acid-5mg,Hyaluronic,"<p>
  This batch of Hyaluronic Acid Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: Hyaluronic Acid (Sodium Hyaluronate, Polymer Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.3%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,,,,,,,,0.0,shopify,1000,deny,manual,28.00,37.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HyaluronicAcid.png?v=1776996754,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Hyaluronic_Acid_2.png?v=1776996754,kg,,3.00,draft
hyaluronic-acid-5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Hyaluronic_Acid_2.png?v=1776996754,2,"",,,,,,,,
hgh-fragment-176-191-5mg,HGH Fragment 176-191,"<p>
  This batch of HGH Fragment 176-191 Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: HGH Fragment 176-191 (Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.1%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,,,,,,,,0.0,shopify,1000,deny,manual,97.00,127.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HGHFragment.png?v=1776996752,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HGH_Fragment_2.png?v=1776996752,kg,,10.00,draft
hgh-fragment-176-191-5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HGH_Fragment_2.png?v=1776996752,2,"",,,,,,,,
hgh-191aa-somatropin,HGH 191AA (Somatropin),"<p>
  This batch of HGH 191AA Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: HGH 191AA (Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.4%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,Weight,10mg,,,,,,0.0,shopify,1000,deny,manual,55.00,72.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HGH191AA.png?v=1776996751,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HGH_191AA_2.png?v=1776996751,kg,,6.00,draft
hgh-191aa-somatropin,,,,,,,,,Vial,,,15mg,,,,,,0.0,shopify,1000,deny,manual,80.00,105.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HGH_191AA_2.png?v=1776996751,2,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HGH_191AA_4.png?v=1776996751,kg,,8.00,
hgh-191aa-somatropin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HGH_191AA_4.png?v=1776996751,3,"",,,,,,,,
hgh-150iu,HGH,"<p>
  This batch of HGH Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: HGH (Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.3%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,,,,,,,,0.0,shopify,996,deny,manual,172.00,224.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HGH.png?v=1776996750,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HGH_2.png?v=1776996750,kg,,,draft
hgh-150iu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HGH_2.png?v=1776996750,2,"",,,,,,,,
hcg-5000iu,HCG,"<p>
  This batch of HCG Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: HCG (Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.3%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,Weight,5000iu,,,,,,0.0,shopify,1000,deny,manual,72.00,94.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HCG5000iu.png?v=1776996748,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HCG_5000iu_2.png?v=1776996748,kg,,9.00,draft
hcg-5000iu,,,,,,,,,Vial,,,10000iu,,,,,,0.0,shopify,1000,deny,manual,125.00,164.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HCG10000iu.png?v=1776996748,2,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HCG_10000iu_2.png?v=1776996748,kg,,17.00,
hcg-5000iu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HCG_5000iu_2.png?v=1776996748,3,"",,,,,,,,
hcg-5000iu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/HCG_10000iu_2.png?v=1776996748,4,"",,,,,,,,
glutathione-1500mg,Glutathione,"<p>
  This batch of Glutathione Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: Glutathione (Tripeptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.3%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Amino Acids,"","",false,Type,Vial,,,,,,,,,0.0,shopify,1000,deny,manual,83.00,109.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Glutathione.png?v=1776996746,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Glutathione_2.png?v=1776996746,kg,,,draft
glutathione-1500mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Glutathione_2.png?v=1776996746,2,"",,,,,,,,
glow-bpc-157-ghk-cu-tb-500-peptide-blend-total-70mg,Glow BPC-157 + GHK-CU + TB-500,"<p>
  This batch of BPC-157 + GHK-Cu + TB-500 Peptide Blend has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: BPC-157, GHK-Cu, TB-500 (Peptide Blend)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.3%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,,,,,,,,0.0,shopify,1000,deny,manual,139.00,181.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/BPC_TB_GHK_dff72058-b0c2-43c8-a905-3ed176dec690.png?v=1776996745,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/BPC_TB_GHK_2_17b53892-5c57-4929-9c25-1bdf7e2b261c.png?v=1776996744,kg,,22.00,draft
glow-bpc-157-ghk-cu-tb-500-peptide-blend-total-70mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/BPC_TB_GHK_2_17b53892-5c57-4929-9c25-1bdf7e2b261c.png?v=1776996744,2,"",,,,,,,,
ghrp-6-5mg,GHRP-6,"<p>
  This batch of GHRP-6 Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: GHRP-6 (Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.3%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,Weight,5mg,,,,,,0.0,shopify,1000,deny,manual,29.00,38.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/GHRP-6.png?v=1776996746,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/GHRP-6_2.png?v=1776996744,kg,,3.00,draft
ghrp-6-5mg,,,,,,,,,Vial,,,10mg,,,,,,0.0,shopify,1000,deny,manual,60.00,79.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/GHRP-6_2.png?v=1776996744,2,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/GHRP-6_4.png?v=1776996745,kg,,6.00,
ghrp-6-5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/GHRP-6_4.png?v=1776996745,3,"",,,,,,,,
ghrp-2-5mg,GHRP-2,"<p>
  This batch of GHRP-2 Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: GHRP-2 (Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.3%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,Weight,5mg,,,,,,0.0,shopify,1000,deny,manual,49.00,64.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/GHRP-2.png?v=1776996742,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/GHRP-2_2.png?v=1776996742,kg,,4.00,draft
ghrp-2-5mg,,,,,,,,,Vial,,,10mg,,,,,,0.0,shopify,1000,deny,manual,70.00,92.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/GHRP-2_2.png?v=1776996742,2,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/GHRP-2_4_063bdc71-20cc-48aa-8ee0-58cd63c3f58c.png?v=1776996742,kg,,7.00,
ghrp-2-5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/GHRP-2_4_063bdc71-20cc-48aa-8ee0-58cd63c3f58c.png?v=1776996742,3,"",,,,,,,,
ghk-cu-100mg,GHK-Cu,"<p>
  This batch of GHK-Cu Copper Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: GHK-Cu (Copper Peptide)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.2%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,Weight,50mg,,,,,,0.0,shopify,999,deny,manual,50.00,67.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/GHK-Cu_0d08cb9f-d9c0-4f36-9bb9-c6023946c625.png?v=1776996740,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/GHK-Cu_2.png?v=1776996740,kg,,3.00,draft
ghk-cu-100mg,,,,,,,,,Vial,,,100mg,,,,,,0.0,shopify,998,deny,manual,75.00,98.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/GHK-Cu_2.png?v=1776996740,2,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/GHK-Cu_4.png?v=1776996740,kg,,4.00,
ghk-cu-100mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/GHK-Cu_4.png?v=1776996740,3,"",,,,,,,,
epitalon-10mg,Epitalon (Epithalon),"<p>
  This batch of Epitalon (Epithalon) Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: Epitalon (Epithalon)<br>
  Form: Lyophilized Powder (Matrix)<br>
  Purity: 99.0%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,Weight,10mg,,,,,,0.0,shopify,999,deny,manual,50.00,67.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Epithalon.png?v=1776996740,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Epithalon_2.png?v=1776996740,kg,,5.00,draft
epitalon-10mg,,,,,,,,,Vial,,,50mg,,,,,,0.0,shopify,1000,deny,manual,150.00,197.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Epithalon_2.png?v=1776996740,2,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Epithalon_4.png?v=1776996741,kg,,15.00,
epitalon-10mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Epithalon_4.png?v=1776996741,3,"",,,,,,,,
dsip-5mg,DSIP,"<p>
  This batch of DSIP Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: DSIP (Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.0%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,Weight,5mg,,,,,,0.0,shopify,1000,deny,manual,59.00,77.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/DSIP.png?v=1776996738,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/DSIP_2.png?v=1776996738,kg,,5.00,draft
dsip-5mg,,,,,,,,,Vial,,,15mg,,,,,,0.0,shopify,1000,deny,manual,99.00,129.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/DSIP_2.png?v=1776996738,2,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/DSIP_4.png?v=1776996738,kg,,10.00,
dsip-5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/DSIP_4.png?v=1776996738,3,"",,,,,,,,
cjc-1295-with-dac-5mg,CJC-1295 with DAC,"<p>
  This batch of CJC-1295 with DAC Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: CJC-1295 with DAC<br>
  Form: Lyophilized Powder<br>
  Purity: 99.0%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,,,,,,,,0.0,shopify,1000,deny,manual,139.00,182.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/CJC-1295withDAC.png?v=1776996737,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/CJC-1295_with_DAC_2.png?v=1776996736,kg,,17.00,draft
cjc-1295-with-dac-5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/CJC-1295_with_DAC_2.png?v=1776996736,2,"",,,,,,,,
